Form,Strength,DrugName
Tablet/Oral,5MG,Prednisone
Tablet/Oral,1MG,Prednisone
Tablet/Oral,250MG,Penicillamine
Solution/Oral,325MG/5ML;5MG/5ML,Oxycodone And Acetaminophen
Injectable/Subcutaneous,EQ 30MG BASE/3ML (EQ 10MG BASE/ML),Icatibant Acetate
Solution/Im-Iv,1GM/10ML (100MG/ML),Methocarbamol
"Capsule, Delayed Rel Pellets/Oral",EQ 125MG VALPROIC ACID,Divalproex Sodium
Tablet/Oral,EQ 0.005MG BASE,Liothyronine Sodium
Tablet/Oral,EQ 0.025MG BASE,Liothyronine Sodium
Tablet/Oral,EQ 0.05MG BASE,Liothyronine Sodium
Capsule/Oral,100MG,Benzonatate
Capsule/Oral,150MG,Benzonatate
Capsule/Oral,200MG,Benzonatate
Tablet/Oral,0.6MG,Colchicine
Tablet/Oral,0.3MG,Colchicine
For Suspension/Oral,EQ 200MG BASE/5ML,Azithromycin
Solution/Drops/Otic,0.30%,Ofloxacin
Emulsion/Ophthalmic,0.05%,Difluprednate
Cream/Topical,0.01%,Aklief
For Suspension/Oral,EQ 10MG BASE/ML,Sildenafil Citrate
Solution/Intravenous,20UNITS/ML (20UNITS/ML),Vasopressin
Tablet/Oral,500MG,Vigabatrin
Capsule/Oral,7.5MG,Temazepam
Capsule/Oral,15MG,Temazepam
Capsule/Oral,22.5MG,Temazepam
Capsule/Oral,30MG,Temazepam
Tablet/Oral,325MG;50MG;40MG,"Butalbital, Acetaminophen And Caffeine"
"Tablet, Extended Release/Oral",650MG,Acetaminophen
"Capsule, Extended Release/Oral",1.25MG;1.25MG;1.25MG;1.25MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",2.5MG;2.5MG;2.5MG;2.5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",3.75MG;3.75MG;3.75MG;3.75MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",5MG;5MG;5MG;5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",6.25MG;6.25MG;6.25MG;6.25MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",7.5MG;7.5MG;7.5MG;7.5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Powder/Intravenous, Subcutaneous",100MG/VIAL,Azacitidine
Tablet/Oral,10MG,Ezetimibe
Tablet/Oral,5MG,Levocetirizine Dihydrochloride
Injectable/Injection,100MG/ML,Calcium Chloride 10%
Capsule/Oral,250MG,Trientine Hydrochloride
Tablet/Oral,10MG,Baclofen
Tablet/Oral,20MG,Baclofen
Tablet/Oral,5MG,Baclofen
Tablet/Oral,125MG,Acetazolamide
Tablet/Oral,250MG,Acetazolamide
Tablet/Oral,8MG,Ramelteon
"Tablet, Delayed Release/Oral",EQ 20MG BASE,Esomeprazole Magnesium
"Injectable/Iv (Infusion), Subcutaneous",1MG/ML,Treprostinil
"Injectable/Iv (Infusion), Subcutaneous",2.5MG/ML,Treprostinil
"Injectable/Iv (Infusion), Subcutaneous",5MG/ML,Treprostinil
"Injectable/Iv (Infusion), Subcutaneous",10MG/ML,Treprostinil
Tablet/Oral,2.5MG,Prednisone
Tablet/Oral,5MG,Prednisone
Tablet/Oral,10MG,Prednisone
Tablet/Oral,20MG,Prednisone
Tablet/Oral,50MG,Prednisone
"Powder/Intravenous, Interstitial",25MG/VIAL,Spy Agent Green Kit
Capsule/Oral,50MG,Triamterene
Capsule/Oral,100MG,Triamterene
Tablet/Oral,5MG,Dapagliflozin
Tablet/Oral,10MG,Dapagliflozin
Tablet/Oral,EQ 75MG BASE,Doxycycline Hyclate
Tablet/Oral,EQ 150MG BASE,Doxycycline Hyclate
"Film, Extended Release/Transdermal",5MCG/HR,Buprenorphine
"Film, Extended Release/Transdermal",7.5MCG/HR,Buprenorphine
"Film, Extended Release/Transdermal",10MCG/HR,Buprenorphine
"Film, Extended Release/Transdermal",15MCG/HR,Buprenorphine
"Film, Extended Release/Transdermal",20MCG/HR,Buprenorphine
Injectable/Injection,20MG/ML,Succinylcholine Chloride
For Solution/Oral,500MG/PACKET,Vigabatrin
"Tablet, Extended Release/Oral",82.5MG,Pregabalin
"Tablet, Extended Release/Oral",165MG,Pregabalin
"Tablet, Extended Release/Oral",330MG,Pregabalin
Film/Buccal,EQ 0.075MG BASE,Buprenorphine Hydrochloride
Film/Buccal,EQ 0.15MG BASE,Buprenorphine Hydrochloride
Film/Buccal,EQ 0.3MG BASE,Buprenorphine Hydrochloride
Film/Buccal,EQ 0.45MG BASE,Buprenorphine Hydrochloride
Film/Buccal,EQ 0.6MG BASE,Buprenorphine Hydrochloride
Film/Buccal,EQ 0.75MG BASE,Buprenorphine Hydrochloride
Film/Buccal,EQ 0.9MG BASE,Buprenorphine Hydrochloride
Tablet/Oral,30MG,Diltiazem Hydrochloride
Tablet/Oral,60MG,Diltiazem Hydrochloride
Tablet/Oral,90MG,Diltiazem Hydrochloride
Tablet/Oral,120MG,Diltiazem Hydrochloride
Capsule/Oral,EQ 10MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 25MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 50MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 75MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 100MG BASE,Doxepin Hydrochloride
Tablet/Sublingual,0.3MG,Nitroglycerin
Tablet/Sublingual,0.4MG,Nitroglycerin
Tablet/Sublingual,0.6MG,Nitroglycerin
Capsule/Oral,25MG,Cyclophosphamide
Capsule/Oral,50MG,Cyclophosphamide
Tablet/Oral,300MG;15MG,Acetaminophen And Codeine Phosphate
Tablet/Oral,300MG;30MG,Acetaminophen And Codeine Phosphate
Tablet/Oral,300MG;60MG,Acetaminophen And Codeine Phosphate
Tablet/Oral,180MG,Nexletol
Tablet/Oral,180MG;10MG,Nexlizet
Capsule/Oral,EQ 150MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 10MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 25MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 50MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 75MG BASE,Doxepin Hydrochloride
Capsule/Oral,EQ 100MG BASE,Doxepin Hydrochloride
Tablet/Oral,EQ 0.5MG BASE,Alosetron Hydrochloride
Tablet/Oral,EQ 1MG BASE,Alosetron Hydrochloride
"Tablet, Extended Release/Oral",100MG,Carbamazepine
"Tablet, Extended Release/Oral",200MG,Carbamazepine
"Tablet, Extended Release/Oral",400MG,Carbamazepine
Powder/Intravenous,EQ 150MG BASE/VIAL,Fosaprepitant Dimeglumine
Injectable/Injection,20MG/ML,Succinylcholine Chloride
"Capsule, Delayed Release/Oral",EQ 45MG FENOFIBRIC ACID,Fenofibric Acid
"Capsule, Delayed Release/Oral",EQ 135MG FENOFIBRIC ACID,Fenofibric Acid
Tablet/Oral,25MG,Chlorthalidone
Tablet/Oral,50MG,Chlorthalidone
Tablet/Oral,500MG,Aminocaproic Acid
Tablet/Oral,EQ 60MG BASE,Fluoxetine Hydrochloride
Capsule/Oral,100MG EXTENDED,Extended Phenytoin Sodium
Spray/Nasal,5MG/SPRAY,Valtoco
Spray/Nasal,7.5MG/SPRAY,Valtoco
Spray/Nasal,10MG/SPRAY,Valtoco
Tablet/Oral,200MG,Albendazole
Capsule/Oral,250MG,Trientine Hydrochloride
For Suspension/Oral,EQ 10MG BASE/ML,Sildenafil Citrate
Tablet/Oral,5MG,Amphetamine Sulfate
Tablet/Oral,10MG,Amphetamine Sulfate
Tablet/Oral,90MG,Deferasirox
Tablet/Oral,360MG,Deferasirox
Tablet/Oral,180MG,Deferasirox
Capsule/Oral,1MG,Thiothixene
Capsule/Oral,2MG,Thiothixene
Capsule/Oral,5MG,Thiothixene
Capsule/Oral,10MG,Thiothixene
Cream/Topical,0.05%,Tretinoin
Cream/Topical,0.10%,Tretinoin
Solution/Oral,5MG/5ML,Methylphenidate Hydrochloride
Solution/Oral,10MG/5ML,Methylphenidate Hydrochloride
Solution/Oral,20MEQ/15ML,Potassium Chloride
Solution/Oral,40MEQ/15ML,Potassium Chloride
Capsule/Oral,EQ 0.25MG BASE,Talzenna
Capsule/Oral,EQ 1MG BASE,Talzenna
Capsule/Oral,EQ 0.5MG BASE,Talzenna
Capsule/Oral,EQ 0.75MG BASE,Talzenna
Capsule/Oral,100MG,Droxidopa
Capsule/Oral,200MG,Droxidopa
Capsule/Oral,300MG,Droxidopa
Tablet/Oral,EQ 10MG BASE,Fluoxetine Hydrochloride
Tablet/Oral,EQ 20MG BASE,Fluoxetine Hydrochloride
"Tablet, Extended Release/Oral",5MG,Oxybutynin Chloride
"Tablet, Extended Release/Oral",10MG,Oxybutynin Chloride
"Tablet, Extended Release/Oral",15MG,Oxybutynin Chloride
Tablet/Oral,5MG,Solifenacin Succinate
Tablet/Oral,10MG,Solifenacin Succinate
Tablet/Oral,10MG,Baclofen
Tablet/Oral,20MG,Baclofen
Tablet/Oral,5MG,Baclofen
Injectable/Intravenous,200MG/VIAL,Voriconazole
Suspension/Oral,100MG/5ML,Ibuprofen
For Solution/Oral,20MEQ,Potassium Chloride
Injectable/Injection,EQ 2MG BASE/ML,Cisatracurium Besylate
Injectable/Injection,EQ 10MG BASE/ML,Cisatracurium Besylate
Injectable/Injection,EQ 2MG BASE/ML,Cisatracurium Besylate
Injectable/Injection,4MCG/2ML (2MCG/ML),Doxercalciferol
Injectable/Injection,EQ 1MG BASE/ML,Milrinone Lactate
Tablet/Oral,EQ 600MG BASE,Xenleta
Solution/Intravenous,EQ 150MG BASE/15ML (EQ 10MG BASE/ML),Xenleta
"Tablet, Extended Release/Oral",15MG,Rinvoq
"Tablet, Extended Release/Oral",30MG,Rinvoq
"Tablet, Extended Release/Oral",45MG,Rinvoq
Solution/Oral,1GM/10ML,Levocarnitine
Solution/Oral,1GM/10ML,Levocarnitine Sf
Tablet/Oral,5MG,Oxybutynin Chloride
Capsule/Oral,25MG,Pregabalin
Capsule/Oral,50MG,Pregabalin
Capsule/Oral,75MG,Pregabalin
Capsule/Oral,100MG,Pregabalin
Capsule/Oral,150MG,Pregabalin
Capsule/Oral,200MG,Pregabalin
Capsule/Oral,225MG,Pregabalin
Capsule/Oral,300MG,Pregabalin
"Tablet, Extended Release/Oral",82.5MG,Pregabalin
"Tablet, Extended Release/Oral",165MG,Pregabalin
"Tablet, Extended Release/Oral",330MG,Pregabalin
Ointment/Topical,0.03%,Tacrolimus
Ointment/Topical,0.10%,Tacrolimus
Injectable/Intramuscular,50MG/ML,Fulvestrant
Tablet/Oral,325MG;5MG,Hydrocodone Bitartrate And Acetaminophen
Tablet/Oral,325MG;7.5MG,Hydrocodone Bitartrate And Acetaminophen
Tablet/Oral,325MG;10MG,Hydrocodone Bitartrate And Acetaminophen
Syrup/Oral,60MG/5ML,Pyridostigmine Bromide
Tablet/Oral,250MG;250MG;65MG,"Acetaminophen, Aspirin And Caffeine"
Tablet/Oral,EQ 10MG BASE,Fluoxetine Hydrochloride
Tablet/Oral,EQ 20MG BASE,Fluoxetine Hydrochloride
Ointment/Topical,5%,Lidocaine
"Aerosol, Metered/Inhalation",0.08MG/INH;0.0045MG/INH,Breyna
"Aerosol, Metered/Inhalation",0.16MG/INH;0.0045MG/INH,Breyna
Tablet/Oral,5MG,Solifenacin Succinate
Tablet/Oral,10MG,Solifenacin Succinate
Injectable/Injection,0.2MG/ML,Glycopyrrolate
"Tablet, Extended Release/Oral",500MG,Ranolazine
"Tablet, Extended Release/Oral",1GM,Ranolazine
Tablet/Oral,325MG;2.5MG,Oxycodone And Acetaminophen
Tablet/Oral,325MG;5MG,Oxycodone And Acetaminophen
Tablet/Oral,325MG;7.5MG,Oxycodone And Acetaminophen
Tablet/Oral,325MG;10MG,Oxycodone And Acetaminophen
Solution/Oral,EQ 20MG BASE/ML,Vitrakvi
Tablet/Oral,10MG,Clobazam
Tablet/Oral,20MG,Clobazam
Tablet/Oral,5MG,Pindolol
Tablet/Oral,10MG,Pindolol
Injectable/Intravenous,EQ 50MG BASE/VIAL,Micafungin Sodium
Injectable/Intravenous,EQ 100MG BASE/VIAL,Micafungin Sodium
"Capsule, Extended Release/Oral",1.25MG;1.25MG;1.25MG;1.25MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",2.5MG;2.5MG;2.5MG;2.5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",3.75MG;3.75MG;3.75MG;3.75MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",5MG;5MG;5MG;5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",6.25MG;6.25MG;6.25MG;6.25MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",7.5MG;7.5MG;7.5MG;7.5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
Tablet/Oral,2.5MG,Letrozole
Tablet/Oral,25MG,Ethacrynic Acid
Tablet/Oral,EQ 60MG BASE,Fluoxetine Hydrochloride
Spray/Topical,EQ 0.05% BASE/SPRAY,Betamethasone Dipropionate
Tablet/Oral,EQ 200MG BASE,Tazverik
Tablet/Oral,150MG,Capecitabine
Tablet/Oral,500MG,Capecitabine
Capsule/Oral,300MG,Droxidopa
Capsule/Oral,100MG,Droxidopa
Capsule/Oral,200MG,Droxidopa
Powder/Pyelocalyceal,40MG/VIAL,Jelmyto
Tablet/Oral,325MG;5MG,Hydrocodone Bitartrate And Acetaminophen
Tablet/Oral,325MG;7.5MG,Hydrocodone Bitartrate And Acetaminophen
Tablet/Oral,325MG;10MG,Hydrocodone Bitartrate And Acetaminophen
Injectable/Intramuscular,50MG/ML,Fulvestrant
Capsule/Oral,4MG,Silodosin
Capsule/Oral,8MG,Silodosin
"Tablet, Delayed Release/Oral",EQ 20MG BASE,Omeprazole Magnesium
Tablet/Oral,250MG;125MG,Advil Dual Action With Acetaminophen
Capsule/Oral,250MG,Penicillamine
Injectable/Injection,0.2MG/ML,Isoproterenol Hydrochloride
Injectable/Intravenous,30mCi-300mCi/8ML (3.75-37.5mCi/ML),Ammonia N 13
Capsule/Oral,100MG,Droxidopa
Capsule/Oral,200MG,Droxidopa
Capsule/Oral,300MG,Droxidopa
Tablet/Oral,EQ 75MG BASE,Doxycycline Hyclate
Tablet/Oral,EQ 150MG BASE,Doxycycline Hyclate
"Tablet, Extended Release/Oral",500MG,Ranolazine
"Tablet, Extended Release/Oral",1GM,Ranolazine
"Spray, Metered/Nasal",0.025MG/SPRAY;0.665MG/SPRAY,Ryaltris
Solution/Oral,5MG/5ML,Oxycodone Hydrochloride
Solution/Oral,100MG/5ML,Oxycodone Hydrochloride
Ointment/Topical,0.20%,Hydrocortisone Valerate
"For Suspension, Delayed Release/Oral",EQ 20MG BASE/PACKET,Esomeprazole Magnesium
"For Suspension, Delayed Release/Oral",EQ 40MG BASE/PACKET,Esomeprazole Magnesium
"For Suspension, Delayed Release/Oral",EQ 10MG BASE/PACKET,Esomeprazole Magnesium
Solution/Intravenous Bolus,30.0mg;30.0mg,Testing
Injectable/Injection,500MG/VIAL,Cyclophosphamide
Injectable/Injection,1GM/VIAL,Cyclophosphamide
Injectable/Injection,2GM/VIAL,Cyclophosphamide
Cream/Topical,0.10%,Fluocinonide
Tablet/Oral,10MG,Apremilast
Tablet/Oral,20MG,Apremilast
Tablet/Oral,30MG,Apremilast
Ointment/Topical,0.20%,Hydrocortisone Valerate
Tablet/Oral,50MG,Ubrelvy
Tablet/Oral,100MG,Ubrelvy
Capsule/Oral,25MG,Clomipramine Hydrochloride
Capsule/Oral,50MG,Clomipramine Hydrochloride
Capsule/Oral,75MG,Clomipramine Hydrochloride
Cream/Topical,1%,Pimecrolimus
For Suspension/Oral,100MG/5ML ,Cefixime
For Suspension/Oral,200MG/5ML ,Cefixime
Emulsion/Ophthalmic,0.05%,Difluprednate
Solution/Intramuscular,250MG/ML (250MG/ML),Hydroxyprogesterone Caproate
Tablet/Oral,5MG,Methylphenidate Hydrochloride
Tablet/Oral,10MG,Methylphenidate Hydrochloride
Tablet/Oral,20MG,Methylphenidate Hydrochloride
Tablet/Oral,10MG,Apremilast
Tablet/Oral,20MG,Apremilast
Tablet/Oral,30MG,Apremilast
Gel/Transdermal,0.10%,Estradiol
"Film/Buccal, Sublingual",EQ 2MG BASE;EQ 0.5MG BASE,Buprenorphine Hydrochloride And Naloxone Hydrochloride
"Film/Buccal, Sublingual",EQ 4MG BASE;EQ 1MG BASE,Buprenorphine Hydrochloride And Naloxone Hydrochloride
Gel/Vaginal,0.75%,Metronidazole
Tablet/Oral,350MG,Carisoprodol
For Solution/Oral,500MG/PACKET,Vigabatrin
Tablet/Oral,EQ 250MG BASE,Azithromycin
Tablet/Oral,EQ 500MG BASE,Azithromycin
Tablet/Oral,EQ 600MG BASE,Azithromycin
Ointment/Topical,5%,Acyclovir
"Capsule, Extended Release/Oral",10MG,Methylphenidate Hydrochloride
"Capsule, Extended Release/Oral",20MG,Methylphenidate Hydrochloride
"Capsule, Extended Release/Oral",30MG,Methylphenidate Hydrochloride
"Capsule, Extended Release/Oral",40MG,Methylphenidate Hydrochloride
"Capsule, Extended Release/Oral",60MG,Methylphenidate Hydrochloride
"Tablet, Extended Release/Oral",8MEQ,Potassium Chloride
"Tablet, Extended Release/Oral",10MEQ,Potassium Chloride
Tablet/Oral,EQ 2MG BASE,Tizanidine Hydrochloride
Tablet/Oral,EQ 4MG BASE,Tizanidine Hydrochloride
Powder/Oral,EQ 4GM RESIN/PACKET,Cholestyramine Light
Powder/Oral,EQ 4GM RESIN/SCOOPFUL,Cholestyramine Light
Ointment/Topical,0.05%,Clobetasol Propionate
Tablet/Oral,EQ 50MG BASE,Ibsrela
Tablet/Oral,25MG,Ethacrynic Acid
Capsule/Oral,EQ 200MG BASE,Turalio
Oil/Drops/Otic,0.01%,Fluocinonide Acetonide
Injectable/Injection,25MG/ML,Chlorpromazine Hydrochloride
Capsule/Oral,100MG,Droxidopa
Capsule/Oral,200MG,Droxidopa
Capsule/Oral,300MG,Droxidopa
Tablet/Oral,10MG,Apremilast
Tablet/Oral,20MG,Apremilast
Tablet/Oral,30MG,Apremilast
Tablet/Oral,100MG,Allopurinol
Tablet/Oral,300MG,Allopurinol
Capsule/Oral,25MG,Clomipramine Hydrochloride
Capsule/Oral,50MG,Clomipramine Hydrochloride
Capsule/Oral,75MG,Clomipramine Hydrochloride
Capsule/Oral,EQ 30MG BASE,Oseltamivir Phosphate
Capsule/Oral,EQ 45MG BASE,Oseltamivir Phosphate
Capsule/Oral,EQ 75MG BASE,Oseltamivir Phosphate
Tablet/Oral,90MG,Deferasirox
Tablet/Oral,360MG,Deferasirox
Tablet/Oral,180MG,Deferasirox
Tablet/Oral,50MG,Tramadol Hydrochloride
Solution/Topical,10%,Efinaconazole
"Tablet, Extended Release/Oral",500MG,Ranolazine
"Tablet, Extended Release/Oral",1GM,Ranolazine
Tablet/Oral,25MG;220MG,Naproxen Sodium And Diphenhydramine Hydrochloride
Injectable/Injection,15MG/VIAL,Thiotepa
Tablet/Oral,2.5MG,Terbutaline Sulfate
Tablet/Oral,5MG,Terbutaline Sulfate
Capsule/Oral,40MG,Aprepitant
Capsule/Oral,80MG,Aprepitant
Capsule/Oral,125MG,Aprepitant
Cream/Topical,0.05%,Clobetasol Propionate
Ointment/Topical,"100,000 UNITS/GM",Nystatin
Tablet/Oral,2.5MG,Tadalafil
Tablet/Oral,5MG,Tadalafil
Tablet/Oral,10MG,Tadalafil
Tablet/Oral,20MG,Tadalafil
"Tablet, Delayed Release/Oral",100MG,Thiola Ec
"Tablet, Delayed Release/Oral",300MG,Thiola Ec
Solution/Intravenous,50MG/50ML (1MG/ML),Midazolam In 0.9% Sodium Chloride
Solution/Intravenous,100MG/100ML (1MG/ML),Midazolam In 0.9% Sodium Chloride
Solution/Drops/Ophthalmic,0.30%,Tobramycin
Solution/Topical,5%,Tavaborole
Tablet/Oral,375MG,Chlorzoxazone
Tablet/Oral,500MG,Chlorzoxazone
Tablet/Oral,750MG,Chlorzoxazone
Solution/Topical,10%,Efinaconazole
Tablet/Oral,90MG,Deferasirox
Tablet/Oral,360MG,Deferasirox
Tablet/Oral,180MG,Deferasirox
"Capsule, Delayed Release/Oral",231MG,Vumerity
Powder/Oral,EQ 4GM RESIN/PACKET,Cholestyramine
Powder/Oral,EQ 4GM RESIN/SCOOPFUL,Cholestyramine
Solution/Intravenous,20UNITS/ML (20UNITS/ML),Vasopressin
"Tablet, Delayed Release/Oral",1.2GM,Mesalamine
Tablet/Oral,10MG,Apremilast
Tablet/Oral,20MG,Apremilast
Tablet/Oral,30MG,Apremilast
Powder/Intravenous,EQ 150MG BASE/VIAL,Fosaprepitant Dimeglumine
Tablet/Oral,5MG,Amphetamine Sulfate
Tablet/Oral,10MG,Amphetamine Sulfate
Tablet/Oral,10MG,Leflunomide
Tablet/Oral,20MG,Leflunomide
Injectable/Injection,0.2MG/ML,Isoproterenol Hydrochloride
"Tablet, Extended Release/Oral",500MG,Ranolazine
"Tablet, Extended Release/Oral",1GM,Ranolazine
Capsule/Oral,250MG,Penicillamine
Injectable/Injection,1%,Isosulfan Blue
Gel/Topical,EQ 1% BASE,Clindamycin Phosphate
Powder/Intravenous,100MG/VIAL,Paclitaxel
"Capsule, Extended Release/Oral",1.25MG;1.25MG;1.25MG;1.25MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",2.5MG;2.5MG;2.5MG;2.5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",3.75MG;3.75MG;3.75MG;3.75MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",5MG;5MG;5MG;5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",6.25MG;6.25MG;6.25MG;6.25MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Capsule, Extended Release/Oral",7.5MG;7.5MG;7.5MG;7.5MG,"Dextroamp Saccharate, Amp Aspartate, Dextroamp Sulfate And Amp Sulfate"
"Solution/Intramuscular, Intravenous, Subcutaneous",EQ 30MG BASE/30ML (EQ 1MG BASE/ML),Epinephrine
For Solution/Oral,EQ 3GM BASE/PACKET,Fosfomycin Tromethamine
Lotion/Topical,0.05%,Arazlo
Suspension/Oral,1GM/10ML,Sucralfate
Capsule/Oral,0.4MG,Tamsulosin Hydrochloride
Solution/Inhalation,EQ 0.021% BASE,Albuterol Sulfate
Solution/Inhalation,EQ 0.042% BASE,Albuterol Sulfate
"Tablet, Extended Release/Oral",82.5MG,Pregabalin
"Tablet, Extended Release/Oral",165MG,Pregabalin
"Tablet, Extended Release/Oral",330MG,Pregabalin
Tablet/Oral,26.6MG;800MG,Ibuprofen And Famotidine
Tablet/Oral,30MG,Tolvaptan
Tablet/Oral,60MG,Tolvaptan
Tablet/Oral,15MG,Tolvaptan
Tablet/Oral,EQ 30MG BASE,Cinacalcet Hydrochloride
Tablet/Oral,EQ 60MG BASE,Cinacalcet Hydrochloride
Tablet/Oral,EQ 90MG BASE,Cinacalcet Hydrochloride
Capsule/Oral,EQ 150MG BASE,Ranitidine Hydrochloride
Capsule/Oral,EQ 300MG BASE,Ranitidine Hydrochloride
For Suspension/Oral,EQ 6MG BASE/ML,Oseltamivir Phosphate
Tablet/Oral,10MG,Apremilast
Tablet/Oral,20MG,Apremilast
Tablet/Oral,30MG,Apremilast
"Injectable/Intravenous, Subcutaneous",3.5MG/VIAL,Bortezomib
Powder/Intravenous,EQ 100MG BASE/VIAL ,Pemetrexed Disodium
Powder/Intravenous,EQ 500MG BASE/VIAL,Pemetrexed Disodium
Powder/Intramuscular,EQ 20MG BASE/VIAL,Ziprasidone Mesylate
Suspension/Oral,25MG/ML,Naproxen
Implant/Ophthalmic,10MCG,Durysta
Capsule/Oral,8MG,Absorica Ld
Capsule/Oral,16MG,Absorica Ld
Capsule/Oral,20MG,Absorica Ld
Capsule/Oral,24MG,Absorica Ld
Capsule/Oral,28MG,Absorica Ld
Capsule/Oral,32MG,Absorica Ld
"Tablet, Extended Release/Oral",18MG,Methylphenidate Hydrochloride
"Tablet, Extended Release/Oral",27MG,Methylphenidate Hydrochloride
"Tablet, Extended Release/Oral",36MG,Methylphenidate Hydrochloride
"Tablet, Extended Release/Oral",54MG,Methylphenidate Hydrochloride
Tablet/Oral,0.2MG,Methylergonovine Maleate
Solution/Intravenous,50MG/5ML (10MG/ML),Phenylephrine Hydrochloride
Solution/Intravenous,100MG/10ML (10MG/ML),Phenylephrine Hydrochloride
Solution/Intravenous,10MG/ML (10MG/ML),Phenylephrine Hydrochloride
Suspension/Inhalation,0.25MG/2ML,Budesonide
Suspension/Inhalation,0.5MG/2ML,Budesonide
Suspension/Inhalation,1MG/2ML,Budesonide
Tablet/Oral,EQ 12.5MG BASE;5MG,Chlordiazepoxide And Amitriptyline Hydrochloride
Tablet/Oral,EQ 25MG BASE;10MG,Chlordiazepoxide And Amitriptyline Hydrochloride
Capsule/Oral,10MG,Loratadine
Capsule/Oral,250MG,Ethosuximide
"Capsule, Delayed Release/Oral",6MG,Ortikos
"Capsule, Delayed Release/Oral",9MG,Ortikos
Tablet/Oral,EQ 10MG BASE,Atorvastatin Calcium
Tablet/Oral,EQ 20MG BASE,Atorvastatin Calcium
Tablet/Oral,EQ 40MG BASE,Atorvastatin Calcium
Tablet/Oral,EQ 80MG BASE,Atorvastatin Calcium
Injectable/Injection,25MG/ML,Sodium Nitroprusside
Capsule/Oral,25MG,Nitrofurantoin
Capsule/Oral,50MG,Nitrofurantoin
Capsule/Oral,100MG,Nitrofurantoin
Injectable/Injection,100MG/VIAL,Cytarabine
Injectable/Injection,2GM/VIAL,Cytarabine
Solution/Subcutaneous,0.62MG/2.48ML (0.25MG/ML),Bonsity
Injectable/Injection,EQ 0.25MG BASE/ML,Carboprost Tromethamine
Tablet/Oral,3MG;0.02MG,Drospirenone And Ethinyl Estradiol
"Tablet, Extended Release/Oral",82.5MG,Pregabalin
Suspension/Injection,40MG/ML,Xipere
"Spray, Metered/Nasal",4MG/SPRAY,Naloxone Hydrochloride
Tablet/Oral,100MG,Labetalol Hydrochloride
Tablet/Oral,200MG,Labetalol Hydrochloride
Tablet/Oral,300MG,Labetalol Hydrochloride
Injectable/Intravenous,500MG/5ML (100MG/ML),Levetiracetam
Tablet/Oral,10MG,Clobazam
Tablet/Oral,20MG,Clobazam
Tablet/Oral,EQ 25MG BASE,Erlotinib Hydrochloride
Tablet/Oral,EQ 100MG BASE,Erlotinib Hydrochloride
Tablet/Oral,EQ 150MG BASE,Erlotinib Hydrochloride
Powder/Intravenous,500MG/VIAL,Daptomycin
Solution/Intravenous,EQ 500MG BASE/100ML (EQ 5MG BASE/ML),Vancomycin Hydrochloride
Solution/Intravenous,EQ 1GM BASE/200ML (EQ 5MG BASE/ML),Vancomycin Hydrochloride
